item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000517,ORD00435,PROD0010,9,308.38,31
ITEM000518,ORD00335,PROD0020,2,212.94,42
ITEM000519,ORD00260,PROD0023,1,391.79,34
ITEM000520,ORD00172,PROD0031,6,393.44,5
ITEM000521,ORD00186,PROD0031,10,59.31,49
ITEM000522,ORD00244,PROD0021,9,322.18,10
ITEM000523,ORD00163,PROD0020,6,422.94,3
ITEM000524,ORD00193,PROD0026,3,62.41,40
ITEM000525,ORD00303,PROD0012,2,342.27,23
ITEM000526,ORD00119,PROD0021,4,357.65,9
ITEM000527,ORD00330,PROD0022,2,382.84,17
ITEM000528,ORD00249,PROD0041,1,193.67,45
ITEM000529,ORD00166,PROD0033,6,123.66,2
ITEM000530,ORD00102,PROD0049,5,71.73,30
ITEM000531,ORD00481,PROD0050,5,466.63,12
ITEM000532,ORD00216,PROD0037,6,487.01,17
ITEM000533,ORD00257,PROD0050,1,89.06,22
ITEM000534,ORD00093,PROD0012,10,174.27,2
ITEM000535,ORD00340,PROD0018,6,371.68,8
ITEM000536,ORD00359,PROD0010,7,316.54,37
ITEM000537,ORD00188,PROD0020,4,35.29,16
ITEM000538,ORD00340,PROD0008,2,171.79,5
ITEM000539,ORD00230,PROD0042,3,411.16,21
ITEM000540,ORD00082,PROD0022,4,137.49,49
ITEM000541,ORD00208,PROD0029,3,327.52,50
ITEM000542,ORD00420,PROD0005,2,448.67,14
ITEM000543,ORD00210,PROD0027,1,220.22,8
ITEM000544,ORD00056,PROD0039,2,220.4,13
ITEM000545,ORD00418,PROD0039,2,451.2,23
ITEM000546,ORD00123,PROD0001,2,92.04,40
ITEM000547,ORD00096,PROD0003,5,218.86,17
ITEM000548,ORD00253,PROD0022,10,417.05,29
ITEM000549,ORD00397,PROD0038,5,386.0,11
ITEM000550,ORD00113,PROD0048,6,288.67,6
ITEM000551,ORD00143,PROD0018,-1,324.54,15
ITEM000552,ORD00036,PROD0007,3,92.53,22
ITEM000553,ORD00327,PROD0026,8,95.21,23
ITEM000554,ORD00213,PROD0033,8,303.72,1
ITEM000555,ORD00080,PROD0044,8,195.57,9
ITEM000556,ORD00026,PROD0042,1,379.17,24
ITEM000557,ORD00448,PROD0031,2,330.24,50
ITEM000558,ORD00338,PROD0039,3,375.38,48
ITEM000559,ORD00151,PROD0030,1,375.08,1
ITEM000560,ORD00311,PROD0032,7,134.13,44
ITEM000561,ORD00146,PROD0006,6,277.55,4
ITEM000562,ORD00077,PROD0002,2,218.73,0
ITEM000563,ORD00034,PROD0038,8,258.65,27
ITEM000564,ORD00115,PROD0016,2,255.85,46
ITEM000565,ORD00330,PROD0030,4,305.72,29
ITEM000566,ORD00031,PROD0005,3,156.88,25
ITEM000567,ORD00132,PROD0050,8,430.71,29
ITEM000568,ORD00002,PROD0018,5,48.35,0
ITEM000569,ORD00206,PROD0010,10,117.39,47
ITEM000570,ORD00470,PROD0012,3,199.74,48
ITEM000571,ORD00240,PROD0004,7,119.02,46
ITEM000572,ORD00054,PROD0027,5,36.92,23
ITEM000573,ORD00200,PROD0050,9,372.93,31
ITEM000574,ORD00022,PROD0037,2,259.78,0
ITEM000575,ORD00066,PROD0001,6,286.76,6
ITEM000576,ORD00092,PROD0031,4,383.89,11
ITEM000577,ORD00393,PROD0024,2,282.02,42
ITEM000578,ORD00432,PROD0004,5,231.46,45
ITEM000579,ORD00455,PROD0024,9,151.94,28
ITEM000580,ORD00382,PROD0018,8,246.99,43
ITEM000581,ORD00086,PROD0050,10,410.54,38
ITEM000582,ORD00004,PROD0032,7,404.46,21
ITEM000583,ORD00034,PROD0021,5,15.93,38
ITEM000584,ORD00369,PROD0027,4,44.67,7
ITEM000585,ORD00439,PROD0016,10,446.0,10
ITEM000586,ORD00453,PROD0049,4,465.8,33
ITEM000587,ORD00220,PROD0024,7,405.09,45
ITEM000588,ORD00209,PROD0008,10,394.54,11
ITEM000589,ORD00014,PROD0031,3,331.34,23
ITEM000590,ORD00428,PROD0035,5,320.57,19
ITEM000591,ORD00220,PROD0002,7,439.71,29
ITEM000592,ORD00157,PROD0040,3,173.19,32
ITEM000593,ORD00249,PROD0023,4,120.07,21
ITEM000594,ORD00274,PROD0036,3,404.43,29
ITEM000595,ORD00171,PROD0028,3,56.45,28
ITEM000596,ORD00485,PROD0002,6,391.4,2
ITEM000597,ORD00457,PROD0012,5,373.42,19
ITEM000598,ORD00174,PROD0008,7,140.15,36
ITEM000599,ORD00313,PROD0043,9,87.06,1
ITEM000600,ORD00294,PROD0047,7,172.09,24
ITEM000601,ORD00178,PROD0033,3,17.84,35
ITEM000602,ORD00123,PROD0034,3,276.36,19
ITEM000603,ORD00441,PROD0035,2,475.84,39
ITEM000604,ORD00333,PROD0050,4,160.85,28
ITEM000605,ORD00358,PROD0033,4,482.89,22
ITEM000606,ORD00350,PROD0004,8,243.08,29
ITEM000607,ORD00092,PROD0004,3,285.85,49
ITEM000608,ORD00178,PROD0050,1,369.54,8
ITEM000609,ORD00132,PROD0005,10,298.39,34
ITEM000610,ORD00202,PROD0014,3,217.65,12
ITEM000611,ORD00107,PROD0017,8,350.22,38
ITEM000612,ORD00316,PROD0043,2,463.16,13
ITEM000613,ORD00312,PROD0012,5,310.67,7
ITEM000614,ORD00455,PROD0049,3,253.59,0
ITEM000615,ORD00381,PROD0047,4,100.4,4
ITEM000616,ORD00202,PROD0050,10,169.73,41
ITEM000617,ORD00228,PROD0044,6,377.31,17
ITEM000618,ORD00361,PROD0021,-1,160.72,41
ITEM000619,ORD00217,PROD0006,8,491.86,9
ITEM000620,ORD00488,PROD0036,7,471.28,27
ITEM000621,ORD00356,PROD0027,4,197.53,5
ITEM000622,ORD00150,PROD0047,1,163.58,30
ITEM000623,ORD00338,PROD0048,4,438.12,9
ITEM000624,ORD00280,PROD0001,6,227.54,16
ITEM000625,ORD00248,PROD0048,6,499.03,12
ITEM000626,ORD00103,PROD0041,8,30.72,20
ITEM000627,ORD00170,PROD0004,8,449.09,33
ITEM000628,ORD00310,PROD0009,3,476.65,47
ITEM000629,ORD00226,PROD0011,5,52.61,49
ITEM000630,ORD00302,PROD0041,10,246.56,24
ITEM000631,ORD00073,PROD0042,3,220.59,48
ITEM000632,ORD00348,PROD0028,4,353.63,28
ITEM000633,ORD00444,PROD0012,4,74.59,40
ITEM000634,ORD00146,PROD0022,7,7.03,39
ITEM000635,ORD00334,PROD0025,8,383.54,10
ITEM000636,ORD00450,PROD0041,10,164.33,32
ITEM000637,ORD00238,PROD0019,6,151.89,24
ITEM000638,ORD00498,PROD0019,3,264.88,40
ITEM000639,ORD00075,PROD0003,3,483.88,24
ITEM000640,ORD00308,PROD0022,7,119.44,15
ITEM000641,ORD00061,PROD0018,7,283.84,14
ITEM000642,ORD00224,PROD0015,5,119.01,2
ITEM000643,ORD00135,PROD0019,7,407.73,25
ITEM000644,ORD00025,PROD0013,5,208.44,15
ITEM000645,ORD00040,PROD0009,5,140.18,0
ITEM000646,ORD00213,PROD0016,3,97.12,25
ITEM000647,ORD00429,PROD0015,8,246.71,23
ITEM000648,ORD00496,PROD0043,8,250.65,50
ITEM000649,ORD00244,PROD0002,1,32.03,47
ITEM000650,ORD00382,PROD0010,1,408.91,28
ITEM000651,ORD00444,PROD0024,2,219.21,36
ITEM000652,ORD00254,PROD0004,2,105.59,23
ITEM000653,ORD00447,PROD0007,5,271.29,11
ITEM000654,ORD00070,PROD0047,9,348.53,45
ITEM000655,ORD00307,PROD0040,6,290.4,32
ITEM000656,ORD00460,PROD0040,4,262.24,42
ITEM000657,ORD00322,PROD0012,7,95.11,21
ITEM000658,ORD00432,PROD0040,10,107.11,27
ITEM000659,ORD00208,PROD0014,9,37.73,21
ITEM000660,ORD00179,PROD0017,7,19.71,22
ITEM000661,ORD00297,PROD0036,2,226.81,45
ITEM000662,ORD00476,PROD0041,7,272.8,30
ITEM000663,ORD00237,PROD0009,9,25.84,25
ITEM000664,ORD00438,PROD0017,7,312.22,42
ITEM000665,ORD00235,PROD0040,1,363.53,29
ITEM000666,ORD00149,PROD0022,8,465.25,36
ITEM000667,ORD00028,PROD0002,8,325.5,48
ITEM000668,ORD00001,PROD0040,3,335.42,35
ITEM000669,ORD00314,PROD0024,7,336.11,14
ITEM000670,ORD00067,PROD0048,3,196.03,49
ITEM000671,ORD00308,PROD0031,5,95.04,39
ITEM000672,ORD00440,PROD0013,7,375.58,38
ITEM000673,ORD00187,PROD0023,5,41.62,14
ITEM000674,ORD00123,PROD0048,7,132.37,48
ITEM000675,ORD00257,PROD0042,2,44.08,35
ITEM000676,ORD00436,PROD0036,10,179.33,21
ITEM000677,ORD00210,PROD0025,2,319.49,19
ITEM000678,ORD00248,PROD0044,1,90.9,49
ITEM000679,ORD00445,PROD0029,7,405.39,11
ITEM000680,ORD00416,PROD0023,2,212.83,36
ITEM000681,ORD00285,PROD0026,3,489.2,23
ITEM000682,ORD00127,PROD0043,8,428.83,24
ITEM000683,ORD00352,PROD0003,6,267.1,47
ITEM000684,ORD00274,PROD0029,4,396.45,13
ITEM000685,ORD00366,PROD0031,2,142.16,5
ITEM000686,ORD00086,PROD0010,2,201.9,17
ITEM000687,ORD00458,PROD0018,2,209.8,8
ITEM000688,ORD00140,PROD0036,6,448.41,9
ITEM000689,ORD00420,PROD0009,8,249.48,20
ITEM000690,ORD00067,PROD0018,9,401.31,12
ITEM000691,ORD00485,PROD0008,2,448.92,39
ITEM000692,ORD00168,PROD0034,5,455.51,35
ITEM000693,ORD00243,PROD0006,7,327.45,37
ITEM000694,ORD00021,PROD0034,10,319.77,25
ITEM000695,ORD00032,PROD0043,5,267.14,35
ITEM000696,ORD00415,PROD0010,2,108.14,28
ITEM000697,ORD00072,PROD0039,7,360.11,48
ITEM000698,ORD00271,PROD0028,8,309.01,42
ITEM000699,ORD00180,PROD0041,7,24.1,43
ITEM000700,ORD00354,PROD0045,5,343.6,45
ITEM000701,ORD00269,PROD0028,9,287.61,35
ITEM000702,ORD00493,PROD0032,6,199.84,12
ITEM000703,ORD00114,PROD0005,3,152.35,2
ITEM000704,ORD00173,PROD0001,3,260.82,8
ITEM000705,ORD00258,PROD0004,3,244.57,39
ITEM000706,ORD00289,PROD0013,10,443.19,7
ITEM000707,ORD00008,PROD0017,6,442.63,13
ITEM000708,ORD00294,PROD0038,5,214.53,47
ITEM000709,ORD00345,PROD0036,10,253.02,43
ITEM000710,ORD00316,PROD0040,9,389.9,38
ITEM000711,ORD00004,PROD0013,9,106.11,22
ITEM000712,ORD00103,PROD0025,3,21.58,0
ITEM000713,ORD00110,PROD0047,7,416.45,16
ITEM000714,ORD00150,PROD0020,7,5.34,21
ITEM000715,ORD00354,PROD0045,1,137.07,26
ITEM000716,ORD00160,PROD0036,10,272.74,35
ITEM000717,ORD00437,PROD0048,3,421.17,48
ITEM000718,ORD00411,PROD0015,6,217.93,15
ITEM000719,ORD00182,PROD0041,8,486.47,4
ITEM000720,ORD00191,PROD0013,7,467.49,31
ITEM000721,ORD00188,PROD0043,10,483.7,7
ITEM000722,ORD00327,PROD0009,8,133.32,0
ITEM000723,ORD00262,PROD0031,6,201.14,8
ITEM000724,ORD00479,PROD0008,5,240.12,0
ITEM000725,ORD00380,PROD0006,1,64.14,2
ITEM000726,ORD00401,PROD0033,3,474.76,47
ITEM000727,ORD00319,PROD0001,8,204.18,43
ITEM000728,ORD00397,PROD0007,10,206.52,36
ITEM000729,ORD00481,PROD0006,6,322.11,22
ITEM000730,ORD00130,PROD0019,1,205.76,21
ITEM000731,ORD00192,PROD0047,9,497.46,24
ITEM000732,ORD00467,PROD0048,2,43.81,49
ITEM000733,ORD00247,PROD0012,7,450.61,28
ITEM000734,ORD00376,PROD0008,3,80.94,35
ITEM000735,ORD00449,PROD0023,4,100.91,44
ITEM000736,ORD00131,PROD0019,2,14.55,27
ITEM000737,ORD00498,PROD0027,2,238.76,27
ITEM000738,ORD00466,PROD0049,8,15.36,12
ITEM000739,ORD00016,PROD0028,2,468.15,26
ITEM000740,ORD00024,PROD0039,3,159.62,47
ITEM000741,ORD00443,PROD0007,8,13.51,26
ITEM000742,ORD00010,PROD0039,4,322.86,31
ITEM000743,ORD00036,PROD0024,3,376.56,36
ITEM000744,ORD00122,PROD0049,3,230.34,23
ITEM000745,ORD00447,PROD0007,7,195.8,14
ITEM000746,ORD00251,PROD0019,3,166.71,50
ITEM000747,ORD00026,PROD0033,2,90.77,13
ITEM000748,ORD00462,PROD0019,4,197.77,10
ITEM000749,ORD00377,PROD0004,10,104.59,7
ITEM000750,ORD00004,PROD0048,6,89.42,43
ITEM000751,ORD00151,PROD0018,3,291.23,2
ITEM000752,ORD00117,PROD0010,2,169.3,23
ITEM000753,ORD00094,PROD0028,2,108.87,47
ITEM000754,ORD00314,PROD0008,10,15.29,11
ITEM000755,ORD00277,PROD0029,10,419.17,21
ITEM000756,ORD00293,PROD0008,1,224.12,21
ITEM000757,ORD00219,PROD0005,7,56.27,25
ITEM000758,ORD00120,PROD0050,4,396.77,37
ITEM000759,ORD00018,PROD0045,10,159.04,45
ITEM000760,ORD00379,PROD0049,8,44.28,9
ITEM000761,ORD00003,PROD0020,3,448.0,14
ITEM000762,ORD00417,PROD0043,-4,116.95,23
ITEM000763,ORD00209,PROD0006,6,345.35,47
ITEM000764,ORD00107,PROD0022,4,378.19,30
ITEM000765,ORD00343,PROD0040,9,123.87,6
ITEM000766,ORD00191,PROD0016,6,441.46,0
ITEM000767,ORD00450,PROD0038,-2,104.52,39
ITEM000768,ORD00330,PROD0041,5,367.79,4
ITEM000769,ORD00003,PROD0022,10,400.2,45
ITEM000770,ORD00359,PROD0036,3,284.7,41
ITEM000771,ORD00218,PROD0031,8,295.78,30
ITEM000772,ORD00251,PROD0025,6,443.5,10
ITEM000773,ORD00382,PROD0043,4,177.27,34
ITEM000774,ORD00497,PROD0003,5,137.59,14
ITEM000775,ORD00276,PROD0024,3,110.63,46
ITEM000776,ORD00156,PROD0009,3,255.9,40
ITEM000777,ORD00486,PROD0022,4,114.78,18
ITEM000778,ORD00337,PROD0027,2,255.96,10
ITEM000779,ORD00204,PROD0019,10,176.15,46
ITEM000780,ORD00234,PROD0032,1,136.39,14
ITEM000781,ORD00330,PROD0027,2,304.58,14
ITEM000782,ORD00378,PROD0020,8,498.32,44
ITEM000783,ORD00445,PROD0032,7,426.65,34
ITEM000784,ORD00476,PROD0047,3,280.93,31
ITEM000785,ORD00198,PROD0018,4,99.55,2
ITEM000786,ORD00340,PROD0004,6,204.99,47
ITEM000787,ORD00186,PROD0010,6,45.64,43
ITEM000788,ORD00048,PROD0013,6,165.39,42
ITEM000789,ORD00117,PROD0029,4,162.66,17
ITEM000790,ORD00361,PROD0045,4,173.42,19
ITEM000791,ORD00290,PROD0005,2,404.52,42
ITEM000792,ORD00304,PROD0040,10,260.44,8
ITEM000793,ORD00313,PROD0006,-5,164.2,2
ITEM000794,ORD00277,PROD0022,5,415.92,11
ITEM000795,ORD00246,PROD0028,1,371.79,30
ITEM000796,ORD00061,PROD0032,7,261.19,14
ITEM000797,ORD00295,PROD0050,9,25.53,2
ITEM000798,ORD00500,PROD0050,-5,43.96,43
ITEM000799,ORD00108,PROD0044,9,68.68,47
ITEM000800,ORD00133,PROD0005,7,467.14,7
