order_id,customer_id,order_date,status,region_code
ORD00419,CUST0062,2025-11-06 17:30:16,RETURNED,US
ORD00420,CUST0092,2025-11-22 17:30:16,RETURNED,ASIA
ORD00421,CUST0006,2025-07-30 17:30:16,PLACED,US
ORD00422,CUST0066,2026-01-04 17:30:16,PLACED,LATAM
ORD00423,CUST0006,2026-04-23 17:30:16,SHIPPED,LATAM
ORD00424,CUST0028,2026-07-07 17:30:16,SHIPPED,ASIA
ORD00425,CUST0040,2025-11-09 17:30:16,PLACED,EU
ORD00426,CUST0081,2025-08-29 17:30:16,PLACED,EU
ORD00427,CUST0080,2025-11-21 17:30:16,RETURNED,EU
ORD00428,CUST0083,2026-01-12 17:30:16,PLACED,EU
ORD00429,CUST0016,2026-03-29 17:30:16,SHIPPED,EU
ORD00431,CUST0084,2025-12-27 17:30:16,DELIVERED,US
ORD00432,CUST0068,2026-05-01 17:30:16,RETURNED,LATAM
ORD00433,CUST0016,2025-08-29 17:30:16,CANCELLED,ASIA
ORD00434,CUST0022,2026-03-18 17:30:16,CANCELLED,ASIA
ORD00435,CUST0071,2026-06-25 17:30:16,DELIVERED,ASIA
ORD00436,CUST0079,2026-06-28 17:30:16,RETURNED,US
ORD00437,CUST0049,2026-04-22 17:30:16,DELIVERED,LATAM
ORD00438,CUST0095,2026-02-09 17:30:16,PLACED,LATAM
ORD00439,CUST0021,2025-10-17 17:30:16,DELIVERED,ASIA
ORD00440,CUST0036,2025-09-16 17:30:16,SHIPPED,ASIA
ORD00441,CUST0044,2026-06-06 17:30:16,CANCELLED,EU
ORD00442,CUST0034,2025-10-23 17:30:16,DELIVERED,ASIA
ORD00443,CUST0023,2025-09-14 17:30:16,CANCELLED,ASIA
ORD00444,CUST0080,2026-06-20 17:30:16,DELIVERED,US
ORD00445,CUST0089,2026-07-12 17:30:16,DELIVERED,ASIA
ORD00446,CUST0019,2026-07-07 17:30:16,RETURNED,EU
ORD00447,CUST0015,2025-10-22 17:30:16,PLACED,EU
ORD00448,CUST0067,2026-01-18 17:30:16,PLACED,EU
ORD00449,CUST0011,2026-04-13 17:30:16,SHIPPED,LATAM
ORD00450,CUST0092,2026-06-03 17:30:16,PLACED,EU
ORD00451,CUST0005,2025-09-03 17:30:16,PLACED,LATAM
ORD00452,CUST0085,2025-12-15 17:30:16,DELIVERED,EU
ORD00453,CUST0003,2025-08-05 17:30:16,SHIPPED,EU
ORD00454,CUST0038,2026-02-11 17:30:16,RETURNED,ASIA
ORD00455,CUST0078,2025-08-17 17:30:16,DELIVERED,US
ORD00456,CUST0002,2026-06-09 17:30:16,SHIPPED,EU
ORD00457,CUST0061,2026-04-15 17:30:16,CANCELLED,EU
ORD00458,CUST0035,2025-08-31 17:30:16,DELIVERED,EU
ORD00459,CUST0005,2025-10-29 17:30:16,SHIPPED,LATAM
ORD00460,CUST0035,2026-05-06 17:30:16,RETURNED,ASIA
ORD00461,CUST0044,2026-06-01 17:30:16,RETURNED,ASIA
ORD00462,CUST0064,2025-07-21 17:30:16,PLACED,US
ORD00463,CUST0084,2026-05-20 17:30:16,RETURNED,US
ORD00464,CUST0064,2025-09-15 17:30:16,CANCELLED,LATAM
ORD00465,CUST0047,2026-03-24 17:30:16,RETURNED,ASIA
ORD00466,CUST0026,2026-02-27 17:30:16,SHIPPED,US
ORD00467,CUST0024,2025-10-03 17:30:16,RETURNED,US
ORD00468,CUST0085,2025-08-29 17:30:16,PLACED,LATAM
ORD00469,CUST0017,2025-09-06 17:30:16,SHIPPED,EU
ORD00470,CUST0097,2026-01-15 17:30:16,CANCELLED,ASIA
ORD00471,CUST0046,2025-12-01 17:30:16,PLACED,US
ORD00472,CUST0064,2026-03-17 17:30:16,DELIVERED,EU
ORD00473,CUST0067,2026-05-30 17:30:16,SHIPPED,LATAM
ORD00474,CUST0056,2026-07-01 17:30:16,SHIPPED,ASIA
ORD00475,CUST0044,2025-08-18 17:30:16,RETURNED,ASIA
ORD00476,CUST0093,2025-12-17 17:30:16,DELIVERED,LATAM
ORD00478,CUST0045,2026-06-29 17:30:16,CANCELLED,EU
ORD00479,CUST0032,2026-06-09 17:30:16,DELIVERED,EU
ORD00481,CUST0042,2025-08-18 17:30:16,RETURNED,LATAM
ORD00482,CUST0008,2026-05-25 17:30:16,CANCELLED,ASIA
ORD00483,CUST0013,2025-09-09 17:30:16,DELIVERED,ASIA
ORD00484,CUST0011,2025-08-18 17:30:16,PLACED,EU
ORD00486,CUST0017,2026-04-04 17:30:16,PLACED,LATAM
ORD00487,CUST0093,2025-08-12 17:30:16,DELIVERED,US
ORD00488,CUST0076,2025-07-16 17:30:16,DELIVERED,US
ORD00489,CUST0075,2025-09-09 17:30:16,RETURNED,US
ORD00490,CUST0093,2026-03-22 17:30:16,PLACED,LATAM
ORD00491,CUST0030,2026-05-05 17:30:16,CANCELLED,LATAM
ORD00492,CUST0026,2026-05-23 17:30:16,CANCELLED,ASIA
ORD00493,CUST0033,2025-10-11 17:30:16,PLACED,US
ORD00494,CUST0036,2025-08-21 17:30:16,CANCELLED,US
ORD00496,CUST0001,2026-06-27 17:30:16,CANCELLED,US
ORD00497,CUST0026,2025-09-27 17:30:16,DELIVERED,LATAM
ORD00498,CUST0061,2026-01-20 17:30:16,SHIPPED,US
ORD00499,CUST0080,2025-08-03 17:30:16,CANCELLED,ASIA
ORD00500,CUST0025,2026-06-15 17:30:16,PLACED,EU
